supplier,supplier_country,supplier_type,customer,customer_country,customer_type,product_service,category,criticality,share_pct,price_correlation_3m,is_sole_source,data_source
Corning,US,other,Apple,US,other,Nonmetallic Minerals Products supply,raw_materials,3,,0.052133,false,sec-edgar-rederived
Napatech,DK,equipment_maker,AMD,US,chip_designer,Local Area Networking Equipment supply,networking,3,,0.076123,false,sec-edgar-rederived
Napatech,DK,equipment_maker,"Super Micro Computer, Inc.",US,other,Local Area Networking Equipment partnership,networking,2,,0.320582,false,company-disclosure-rederived
Napatech,DK,equipment_maker,"Super Micro Computer, Inc.",US,other,Local Area Networking Equipment,networking,,,,false,company-disclosure-rederived
Compusoluciones y Asociados SA de CV,MX,other,Microsoft Corporation,US,cloud_provider,Electronics Distributors partnership,other,2,,,false,company-disclosure-rederived
Socionext,JP,chip_designer,Cadence,US,equipment_maker,Programmable Logic and ASIC Semiconductors partnership,gpu_accelerator,2,,0.645341,false,company-disclosure-rederived
Socionext,JP,chip_designer,ARM,GB,chip_designer,Programmable Logic and ASIC Semiconductors partnership,gpu_accelerator,2,,-0.538419,false,sec-edgar-rederived
Socionext,JP,chip_designer,Synopsys,US,equipment_maker,Programmable Logic and ASIC Semiconductors partnership,gpu_accelerator,2,,0.795387,false,sec-edgar-rederived
Advantech,TW,other,NVIDIA,US,chip_designer,General Computer Hardware partnership,other,2,,-0.388709,false,company-disclosure-rederived
Advantech,TW,other,NVIDIA,US,chip_designer,General Computer Hardware,other,,,,false,company-disclosure-rederived
Credo Technology Group,KY,chip_designer,ASE Technology Holding,TW,fab_operator,Specialized Semiconductors partnership,gpu_accelerator,2,,-0.5693714999999999,false,sec-edgar-rederived
Credo Technology Group,KY,chip_designer,TSMC,TW,fab_operator,Specialized Semiconductors partnership,gpu_accelerator,2,,-0.4048815,false,sec-edgar-rederived
NextNav,US,epc,Qualcomm Inc,US,chip_designer,Design and Engineering Software partnership,software_ip,2,,-0.521438,false,sec-edgar-rederived
Uniper,DE,other,Microsoft Corporation,US,cloud_provider,Natural Gas Utilities partnership,power_delivery,2,,-0.454891,false,company-disclosure-rederived
Flip Electronics LLC,US,chip_designer,Analog Devices,US,chip_designer,Semiconductors partnership,other,5,,,false,company-disclosure-rederived
Flip Electronics LLC,US,chip_designer,Renesas,JP,equipment_maker,Semiconductors partnership,other,2,,,false,company-disclosure-rederived
Spirent Communications,GB,equipment_maker,Cadence,US,equipment_maker,Test and Measurement Equipment partnership,semiconductor_equipment,2,,,false,company-disclosure-rederived
Spirent Communications,GB,equipment_maker,Synopsys,US,equipment_maker,Test and Measurement Equipment partnership,semiconductor_equipment,2,,,false,company-disclosure-rederived
"Harman International Industries, Inc.",US,other,Microsoft Corporation,US,cloud_provider,Automotive and Marine Electronics Manufacturing supply,other,3,,,false,sec-edgar-rederived
TCL Electronics Holdings,HK,equipment_maker,Alphabet,US,equipment_maker,Consumer Video Electronics Equipment partnership,other,2,,-0.034459,false,company-disclosure-rederived
Lam Research,US,equipment_maker,TSMC,TW,fab_operator,SEC >10% customer disclosure,semiconductor_equipment,,,,false,sec_edgar
Genesem,KR,equipment_maker,SK Hynix,KR,fab_operator,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,6,,0.869416,false,company-disclosure-rederived
NextEra Energy,US,power_provider,Alphabet,US,equipment_maker,Electric Utilities supply,power_delivery,3,,-0.514291,false,company-disclosure-rederived
NextEra Energy,US,power_provider,"Meta Platforms, Inc.",US,ai_lab,Electric Utilities partnership,power_delivery,2,,-0.135265,false,company-disclosure-rederived
GAONCHIPS,KR,chip_designer,ARM,GB,chip_designer,Programmable Logic and ASIC Semiconductors supply,gpu_accelerator,6,,0.305132,false,company-disclosure-rederived
GAONCHIPS,KR,chip_designer,Samsung,KR,equipment_maker,Programmable Logic and ASIC Semiconductors supply,gpu_accelerator,6,,0.5725454999999999,false,company-disclosure-rederived
Innolux,TW,other,Foxconn,TW,other,Hardware Components supply,other,4,,-0.28559749999999995,false,company-disclosure-rederived
Brookfield Corporation,,investor,Reliance Industries,IN,other,Asset Management and Financial Advisory Services,other,,,,false,company-disclosure-rederived
Hassan Allam Holding,EG,epc,Samsung,KR,equipment_maker,Engineering & Construction supply,construction,3,,,false,company-disclosure-rederived
SMIC,CN,fab_operator,Silicon Laboratories,US,chip_designer,Processor Semiconductors procurement,gpu_accelerator,3,,-0.728785,false,sec-edgar-rederived
SMIC,CN,fab_operator,Cypress Technology,US,chip_designer,Processor Semiconductors procurement,gpu_accelerator,3,,,false,sec-edgar-rederived
SMIC,CN,fab_operator,Himax Technologies ADR,TW,chip_designer,Analog and Mixed Signal Semiconductors procurement,other,3,,-0.111338,false,sec-edgar-rederived
SMIC,CN,fab_operator,Synopsys,US,equipment_maker,Semiconductor Manufacturing Services partnership,foundry_services,2,,0.810375,false,sec-edgar-rederived
SMIC,CN,fab_operator,VeriSilicon Microelectronics (Shanghai) A,CN,chip_designer,Programmable Logic and ASIC Semiconductors procurement,gpu_accelerator,6,,-0.260229,false,sec-edgar-rederived
SMIC,CN,fab_operator,ARM,GB,chip_designer,Semiconductor Manufacturing Services partnership,foundry_services,2,,-0.723453,false,sec-edgar-rederived
SMIC,CN,fab_operator,Brite Semicon Shanghai A,CN,chip_designer,Programmable Logic and ASIC Semiconductors procurement,gpu_accelerator,8,,0.597331,false,sec-edgar-rederived
Sondrel (Holdings) Plc,GB,chip_designer,TSMC,TW,fab_operator,Programmable Logic and ASIC Semiconductors partnership,gpu_accelerator,2,,,false,company-disclosure-rederived
Sondrel (Holdings) Plc,GB,chip_designer,Samsung,KR,equipment_maker,Programmable Logic and ASIC Semiconductors supply,gpu_accelerator,3,,,false,company-disclosure-rederived
Sondrel (Holdings) Plc,GB,chip_designer,Synopsys,US,equipment_maker,Programmable Logic and ASIC Semiconductors partnership,gpu_accelerator,2,,,false,company-disclosure-rederived
Hillstone Networks A,CN,equipment_maker,Alibaba,,other,Wide Area Networking Equipment,networking,,,,false,company-disclosure-rederived
CTCI,TW,epc,Microsoft Corporation,US,cloud_provider,Infrastructure Construction/Contracting Services supply,construction,3,,-0.312492,false,company-disclosure-rederived
Curtiss-Wright,US,other,NVIDIA,US,chip_designer,Defense Manufacturing,other,,,,false,company-disclosure-rederived
VeriSilicon Microelectronics (Shanghai) A,CN,chip_designer,GlobalFoundries,US,equipment_maker,Programmable Logic and ASIC Semiconductors partnership,gpu_accelerator,5,,0.879404,false,company-disclosure-rederived
VeriSilicon Microelectronics (Shanghai) A,CN,chip_designer,SMIC,CN,fab_operator,Programmable Logic and ASIC Semiconductors supply,gpu_accelerator,6,,-0.260229,false,sec-edgar-rederived
VeriSilicon Microelectronics (Shanghai) A,CN,chip_designer,Alphabet,US,equipment_maker,Programmable Logic and ASIC Semiconductors partnership,gpu_accelerator,2,,-0.274265,false,company-disclosure-rederived
Ichor Holdings,US,chip_designer,Lam Research,US,equipment_maker,SEC segment disclosure: ICHOR HOLDINGS LTD → LAM RESEARCH CORP,other,,,,false,sec_edgar; sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar; sec_edgar
"Hygon Information Technology Co., Ltd.",CN,chip_designer,"Dawning Information Industry Co., Ltd.",CN,equipment_maker,Processor Semiconductors,gpu_accelerator,,,,false,company-disclosure-rederived
"Hygon Information Technology Co., Ltd.",CN,chip_designer,Lenovo Group,HK,other,Processor Semiconductors supply,gpu_accelerator,3,,-0.388878,false,company-disclosure-rederived
"Hygon Information Technology Co., Ltd.",CN,chip_designer,Lenovo Group,HK,other,Computer Systems,other,,,,false,company-disclosure-rederived
Arashi Vision A,CN,equipment_maker,Apple,US,other,Photography Equipment supply,other,3,,0.243004,false,company-disclosure-rederived
Pegatron,TW,other,Microsoft Corporation,US,cloud_provider,Contract Electronic Manufacturing partnership,advanced_packaging,2,,-0.620109,false,company-disclosure-rederived
"NOVETTA SOLUTIONS, LLC",US,cloud_provider,NVIDIA,US,chip_designer,Information Technology Consulting,other,,,,false,company-disclosure-rederived
"NOVETTA SOLUTIONS, LLC",US,cloud_provider,Sap,IN,colocation_provider,Information Technology Consulting,other,,,,false,company-disclosure-rederived
Visteon,US,other,Qualcomm Inc,US,chip_designer,Consumer Vehicle Parts Manufacturing partnership,other,2,,0.501193,false,company-disclosure-rederived
Visteon,US,other,Infineon Technologies,DE,chip_designer,Consumer Vehicle Parts Manufacturing partnership,other,2,,0.46923400000000004,false,company-disclosure-rederived
WinMate,TW,other,AMD,US,chip_designer,Computer Systems partnership,other,2,,0.329592,false,company-disclosure-rederived
WinMate,TW,other,ARM,GB,chip_designer,Computer Systems partnership,other,2,,0.011167,false,company-disclosure-rederived
WinMate,TW,other,Intel,US,fab_operator,Computer Systems supply,other,4,,-0.124697,false,company-disclosure-rederived
WinMate,TW,other,Microsoft Corporation,US,cloud_provider,Computer Systems supply,other,3,,0.301696,false,company-disclosure-rederived
WinMate,TW,other,NVIDIA,US,chip_designer,Computer Systems partnership,other,2,,-0.160038,false,company-disclosure-rederived
WinMate,TW,other,NXP,NL,equipment_maker,Computer Systems partnership,other,2,,-0.144809,false,company-disclosure-rederived
WinMate,TW,other,Qualcomm Inc,US,chip_designer,Computer Systems partnership,other,2,,0.225915,false,company-disclosure-rederived
WinMate,TW,other,Texas Instruments,US,chip_designer,Computer Systems partnership,other,3,,-0.57198,false,company-disclosure-rederived
WinMate,TW,other,NVIDIA,US,chip_designer,Computer Systems,other,,,,false,company-disclosure-rederived
Innovation New Material Technology,CN,other,Apple,US,other,Primary Metals Products supply,raw_materials,3,,-0.160931,false,company-disclosure-rederived
ASR Microelectronics A,CN,chip_designer,Alibaba,,other,Specialized Semiconductors,gpu_accelerator,,,,false,company-disclosure-rederived
Shenzhen Fenda Technology A,CN,other,"Amazon.com, Inc.",US,cloud_provider,Audio Electronics Manufacturing supply,other,3,,0.720396,false,company-disclosure-rederived
Shenzhen Fenda Technology A,CN,other,Alibaba,,other,Audio Electronics Manufacturing,other,,,,false,company-disclosure-rederived
Foresight Autonomous Holdings,IL,other,NVIDIA,US,chip_designer,Consumer Vehicle Parts Manufacturing partnership,other,2,,0.358174,false,company-disclosure-rederived
Universal Display,US,other,Samsung,KR,equipment_maker,Other Specialty/Performance Chemical Manufacturing supply,raw_materials,3,,-0.6452152499999999,false,sec-edgar-rederived
Hewlett Packard Ent /US,US,other,AMD,US,chip_designer,Computer Systems supply,other,8,,-0.076369,false,sec-edgar-rederived
Hewlett Packard Ent /US,US,other,Broadcom Inc.,US,chip_designer,Computer Systems partnership,other,5,,0.126696,false,sec-edgar-rederived
Applied Materials,US,equipment_maker,Atomera,US,other,Other Specialty/Performance Chemical Manufacturing procurement,raw_materials,4,,0.824575,false,sec-edgar-rederived
Cohu,US,equipment_maker,STMicroelectronics,CH,chip_designer,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,0.674762,false,sec-edgar-rederived
Cohu,US,equipment_maker,Jabil,US,other,Semiconductor Manufacturing Capital Equipment partnership,semiconductor_equipment,5,,0.780064,false,sec-edgar-rederived
KEMET Corp.,US,other,Dell Technologies,US,other,Passive Electronic Components supply,raw_materials,3,,,false,sec-edgar-rederived
KEMET Corp.,US,other,Flex,US,other,Passive Electronic Components supply,raw_materials,3,,,false,sec-edgar-rederived
KEMET Corp.,US,other,Jabil,US,other,Passive Electronic Components supply,raw_materials,3,,,false,sec-edgar-rederived
KEMET Corp.,US,other,Western Digital,US,other,Passive Electronic Components supply,raw_materials,3,,,false,sec-edgar-rederived
"Vimeo, Inc.",US,colocation_provider,Alphabet,US,equipment_maker,Internet Hosting Services partnership,other,2,,,false,sec-edgar-rederived
"Vimeo, Inc.",US,colocation_provider,"Amazon.com, Inc.",US,cloud_provider,Internet Hosting Services supply,other,3,,,false,sec-edgar-rederived
LG Electronics,KR,other,MediaTek,TW,chip_designer,General Computer Hardware partnership,other,7,,0.715405,false,company-disclosure-rederived
Wiwynn,TW,other,Intel,US,fab_operator,Computer Systems partnership,other,2,,-0.66295,false,company-disclosure-rederived
"DSP Group, Inc.",US,chip_designer,TSMC,TW,fab_operator,Specialized Semiconductors partnership,gpu_accelerator,2,,,false,sec-edgar-rederived
AspenTech Corp.,US,other,Emerson Electric,US,other,Other Machinery Manufacturing supply,other,8,,,false,sec-edgar-rederived
Kudan,JP,epc,NVIDIA,US,chip_designer,Design and Engineering Software,software_ip,,,,false,company-disclosure-rederived
Arista Networks,US,other,Broadcom Inc.,US,chip_designer,Wide Area Networking Equipment partnership,networking,5,,0.084047,false,sec-edgar-rederived
Arista Networks,US,other,Jabil,US,other,Wide Area Networking Equipment partnership,networking,7,,0.061758,false,sec-edgar-rederived
Orangekloud Technology A,SG,epc,Microsoft Corporation,US,cloud_provider,Design and Engineering Software partnership,software_ip,2,,-0.78366,false,sec-edgar-rederived
TES,KR,equipment_maker,SK Hynix,KR,fab_operator,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,0.860675,false,company-disclosure-rederived
TES,KR,equipment_maker,Samsung,KR,equipment_maker,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,0.7926359999999999,false,company-disclosure-rederived
Charter Hall Group,AU,colocation_provider,"Amazon.com, Inc.",US,cloud_provider,Equity REITs supply,other,3,,0.669985,false,company-disclosure-rederived
Gentrack Group,NZ,power_provider,"Amazon.com, Inc.",US,cloud_provider,Other Electric and Natural Gas Utilities partnership,power_delivery,2,,0.670983,false,company-disclosure-rederived
Atomera,US,other,Synopsys,US,equipment_maker,Other Specialty/Performance Chemical Manufacturing partnership,raw_materials,7,,-0.606096,false,sec-edgar-rederived
QuantumScape A,US,power_provider,Corning,US,other,Commercial and Industrial Electric Products partnership,power_delivery,3,,-0.903639,false,sec-edgar-rederived
Quantum-Si A,US,other,NVIDIA,US,chip_designer,Scientific Products partnership,semiconductor_equipment,2,,0.519138,false,sec-edgar-rederived
Quantum-Si A,US,other,NVIDIA,US,chip_designer,Scientific Products,semiconductor_equipment,,,,false,sec-edgar-rederived
Celestica,CA,other,AMD,US,chip_designer,Contract Electronic Manufacturing partnership,advanced_packaging,2,,0.606596,false,company-disclosure-rederived
Celestica,CA,other,Broadcom Inc.,US,chip_designer,Contract Electronic Manufacturing partnership,advanced_packaging,2,,0.46658,false,company-disclosure-rederived
Celestica,CA,other,Alphabet,US,equipment_maker,Contract Electronic Manufacturing supply,advanced_packaging,3,,0.566936,false,sec-edgar-rederived
Celestica,CA,other,"Amazon.com, Inc.",US,cloud_provider,Contract Electronic Manufacturing supply,advanced_packaging,3,,0.600148,false,sec-edgar-rederived
Celestica,CA,other,Applied Materials,US,equipment_maker,Contract Electronic Manufacturing supply,advanced_packaging,3,,-0.319318,false,sec-edgar-rederived
Celestica,CA,other,Ciena,US,equipment_maker,Wide Area Networking Equipment procurement,networking,6,,-0.513378,false,sec-edgar-rederived
Celestica,CA,other,Dell Technologies,US,other,General Computer Hardware procurement,other,4,,-0.5141355,false,sec-edgar-rederived
Celestica,CA,other,Hewlett Packard Ent /US,US,other,Computer Systems procurement,other,4,,0.092683,false,sec-edgar-rederived
Celestica,CA,other,HPE,,chip_designer,Contract Electronic Manufacturing supply,advanced_packaging,3,,0.105852,false,sec-edgar-rederived
Celestica,CA,other,Honeywell International,US,other,Other Machinery Manufacturing procurement,other,4,,-0.468907,false,sec-edgar-rederived
Celestica,CA,other,Lam Research,US,equipment_maker,Semiconductor Manufacturing Capital Equipment procurement,semiconductor_equipment,8,,0.074667,false,sec-edgar-rederived
Celestica,CA,other,"Meta Platforms, Inc.",US,ai_lab,Contract Electronic Manufacturing supply,advanced_packaging,3,,0.048105,false,sec-edgar-rederived
NetApp,US,other,Alphabet,US,equipment_maker,Data Storage Hardware supply,memory,3,,-0.071281,false,sec-edgar-rederived
NetApp,US,other,"Amazon.com, Inc.",US,cloud_provider,Data Storage Hardware partnership,memory,2,,0.175097,false,sec-edgar-rederived
NetApp,US,other,Microsoft Corporation,US,cloud_provider,Data Storage Hardware partnership,memory,2,,0.402108,false,sec-edgar-rederived
NetApp,US,other,NVIDIA,US,chip_designer,Data Storage Hardware supply,memory,3,,0.15752,false,company-disclosure-rederived
NetApp,US,other,NVIDIA,US,chip_designer,Data Storage Hardware,memory,,,,false,company-disclosure-rederived
PTC,US,other,Synopsys,US,equipment_maker,Other Machinery Manufacturing partnership,other,5,,0.755893,false,company-disclosure-rederived
General Dynamics,US,other,"Amazon.com, Inc.",US,cloud_provider,Diversified Aerospace and Defense Manufacturing partnership,other,2,,0.26006,false,company-disclosure-rederived
Dream Global Real Estate Investment Trust,CA,colocation_provider,Alphabet,US,equipment_maker,Equity REITs supply,other,3,,,false,company-disclosure-rederived
Weebit Nano,AU,chip_designer,ON Semiconductor,US,chip_designer,Memory Semiconductors partnership,memory,2,,0.014043,false,company-disclosure-rederived
Bondada Engineering,IN,epc,Reliance Industries,IN,other,Infrastructure Construction/Contracting Services,construction,,,,false,company-disclosure-rederived
INTERNATIONAL BUSINESS MACHINES CORPORATION,US,other,"MongoDB, Inc.",US,other,IT Infrastructure Software,other,,,,false,company-disclosure-rederived
INTERNATIONAL BUSINESS MACHINES CORPORATION,US,other,Sap,IN,colocation_provider,Enterprise Management Software,other,,,,false,company-disclosure-rederived
INTERNATIONAL BUSINESS MACHINES CORPORATION,US,other,"MongoDB, Inc.",US,other,Information Technology Consulting,other,,,,false,company-disclosure-rederived
INTERNATIONAL BUSINESS MACHINES CORPORATION,US,other,Sap,IN,colocation_provider,Information Technology Consulting,other,,,,false,company-disclosure-rederived
OPENEDGES Technology,KR,epc,ARM,GB,chip_designer,Design and Engineering Software partnership,software_ip,5,,0.700611,false,company-disclosure-rederived
Phison Electronics,TW,other,"Super Micro Computer, Inc.",US,other,Module and Subassembly Components,other,,,,false,company-disclosure-rederived
"Rackspace Technology Global, Inc.",US,colocation_provider,Intel,US,fab_operator,Internet Hosting Services partnership,other,2,,,false,sec-edgar-rederived
"Rackspace Technology Global, Inc.",US,colocation_provider,Microsoft Corporation,US,cloud_provider,Internet Hosting Services partnership,other,2,,,false,sec-edgar-rederived
"Databricks, Inc.",US,cloud_provider,"MongoDB, Inc.",US,other,Packaged Software,other,,,,false,company-disclosure-rederived
Gudeng Precision Rg,TW,chip_designer,Intel,US,fab_operator,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,0.544767,false,company-disclosure-rederived
Gudeng Precision Rg,TW,chip_designer,TSMC,TW,fab_operator,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,0.167178,false,company-disclosure-rederived
ZF Friedrichshafen AG,DE,other,Infineon Technologies,DE,chip_designer,Consumer Vehicle Parts Manufacturing partnership,other,5,,,false,company-disclosure-rederived
General Interface Solution (GIS) Holding,TW,other,Foxconn,TW,other,Module and Subassembly Components supply,other,6,,-0.630609,false,company-disclosure-rederived
Penguin Solutions,US,other,AMD,US,chip_designer,Module and Subassembly Components partnership,other,7,,0.48702,false,sec-edgar-rederived
Penguin Solutions,US,other,Broadcom Inc.,US,chip_designer,Module and Subassembly Components partnership,other,2,,0.503567,false,company-disclosure-rederived
Penguin Solutions,US,other,Celestica,CA,other,Module and Subassembly Components partnership,other,3,,0.473599,false,sec-edgar-rederived
Penguin Solutions,US,other,Dell Technologies,US,other,Module and Subassembly Components partnership,other,3,,-0.631871,false,company-disclosure-rederived
Penguin Solutions,US,other,Intel,US,fab_operator,Module and Subassembly Components partnership,other,3,,-0.098235,false,sec-edgar-rederived
Penguin Solutions,US,other,Micron,US,fab_operator,Module and Subassembly Components partnership,other,5,,-0.353242,false,sec-edgar-rederived
Penguin Solutions,US,other,NVIDIA,US,chip_designer,Module and Subassembly Components partnership,other,3,,0.618993,false,sec-edgar-rederived
Penguin Solutions,US,other,Schneider Electric,FR,power_provider,Module and Subassembly Components supply,other,4,,0.043378,false,company-disclosure-rederived
Penguin Solutions,US,other,SK Hynix,KR,fab_operator,Module and Subassembly Components partnership,other,2,,-0.463971,false,sec-edgar-rederived
Penguin Solutions,US,other,"Gigabyte Technology Co., Ltd.",TW,other,Module and Subassembly Components,other,,,,false,sec-edgar-rederived
Penguin Solutions,US,other,NVIDIA,US,chip_designer,Module and Subassembly Components,other,,,,false,sec-edgar-rederived
"Daewon CTS Co., Ltd.",KR,other,Microsoft Corporation,US,cloud_provider,Electronics Distributors supply,other,3,,,false,company-disclosure-rederived
"Daewon CTS Co., Ltd.",KR,other,Samsung,KR,equipment_maker,Electronics Distributors supply,other,3,,,false,company-disclosure-rederived
"Daewon CTS Co., Ltd.",KR,other,Western Digital,US,other,Electronics Distributors supply,other,3,,,false,company-disclosure-rederived
Ichor Holdings,US,chip_designer,ASML,NL,equipment_maker,SEC segment disclosure: ICHOR HOLDINGS LTD → ASML HOLDING NV,other,,,,false,sec_edgar
Pennar Industries,IN,other,Emerson Electric,US,other,Primary Metals Products supply,raw_materials,3,,0.409996,false,company-disclosure-rederived
Pennar Industries,IN,other,Schneider Electric,FR,power_provider,Primary Metals Products partnership,raw_materials,2,,-0.211897,false,company-disclosure-rederived
Pennar Industries,IN,other,Reliance Industries,IN,other,Primary Metals Products,raw_materials,,,,false,company-disclosure-rederived
Hansen Technologies,AU,power_provider,"Amazon.com, Inc.",US,cloud_provider,Other Electric and Natural Gas Utilities partnership,power_delivery,2,,0.602167,false,company-disclosure-rederived
Shinko,JP,equipment_maker,Intel,US,fab_operator,Interconnect Electronic Components supply,substrates,3,,,false,company-disclosure-rederived
Shinko,JP,equipment_maker,Lam Research,US,equipment_maker,Interconnect Electronic Components supply,substrates,3,,,false,company-disclosure-rederived
Datatec,ZA,other,Cisco,US,other,IT Hardware Distributors partnership,other,3,,-0.327074,false,company-disclosure-rederived
ThroughTek Co Ltd,TW,other,Alphabet,US,equipment_maker,General and Mixed-Type Software partnership,software_ip,2,,0.048162,false,company-disclosure-rederived
Quobly SAS,FR,chip_designer,STMicroelectronics,CH,chip_designer,Semiconductors partnership,other,2,,,false,company-disclosure-rederived
Rockley Photonics Holdings Ltd.,GB,other,Apple,US,other,Optoelectronics Electronic Components supply,other,3,,,false,sec-edgar-rederived
"Samsung SDS Co., Ltd.",KR,other,Sap,IN,colocation_provider,Information Technology Consulting,other,,,,false,company-disclosure-rederived
Hansol Chemical,KR,other,Samsung,KR,equipment_maker,Other Specialty/Performance Chemical Manufacturing supply,raw_materials,3,,0.86978,false,company-disclosure-rederived
British Land,GB,colocation_provider,"Meta Platforms, Inc.",US,ai_lab,Equity REITs supply,other,3,,0.661917,false,company-disclosure-rederived
Giga Device Semiconductor H,CN,chip_designer,SMIC,CN,fab_operator,Memory Semiconductors supply,memory,3,,,false,company-disclosure-rederived
PsiQuantum Corp.,US,other,GlobalFoundries,US,equipment_maker,Computer Processing Hardware partnership,other,2,,,false,company-disclosure-rederived
PsiQuantum Corp.,US,other,NVIDIA,US,chip_designer,Computer Processing Hardware partnership,other,2,,,false,company-disclosure-rederived
PsiQuantum Corp.,US,other,NVIDIA,US,chip_designer,Computer Processing Hardware,other,,,,false,company-disclosure-rederived
Zhen Ding Technology Hldg,TW,other,Foxconn,TW,other,Interconnect Fabrication partnership,substrates,2,,-0.42662,false,company-disclosure-rederived
Wuxi Unicomp Technology,CN,equipment_maker,Amphenol A,US,other,Electronics Manufacturing Equipment supply,semiconductor_equipment,3,,0.572228,false,company-disclosure-rederived
Wuxi Unicomp Technology,CN,equipment_maker,Eaton,IE,equipment_maker,Electronics Manufacturing Equipment supply,semiconductor_equipment,3,,0.15473,false,company-disclosure-rederived
Wuxi Unicomp Technology,CN,equipment_maker,Emerson Electric,US,other,Electronics Manufacturing Equipment supply,semiconductor_equipment,3,,0.436186,false,company-disclosure-rederived
Wuxi Unicomp Technology,CN,equipment_maker,Foxconn,TW,other,Electronics Manufacturing Equipment supply,semiconductor_equipment,3,,0.14332,false,company-disclosure-rederived
Wuxi Unicomp Technology,CN,equipment_maker,Jabil,US,other,Electronics Manufacturing Equipment supply,semiconductor_equipment,3,,0.117419,false,company-disclosure-rederived
Wuxi Unicomp Technology,CN,equipment_maker,Rohm,JP,chip_designer,Electronics Manufacturing Equipment supply,semiconductor_equipment,3,,0.118715,false,company-disclosure-rederived
Wuxi Unicomp Technology,CN,equipment_maker,Samsung,KR,equipment_maker,Electronics Manufacturing Equipment supply,semiconductor_equipment,3,,0.26711,false,company-disclosure-rederived
SECO,IT,other,MediaTek,TW,chip_designer,General Computer Hardware partnership,other,2,,-0.326032,false,company-disclosure-rederived
SECO,IT,other,NXP,NL,equipment_maker,General Computer Hardware partnership,other,2,,0.451823,false,company-disclosure-rederived
SECO,IT,other,Qualcomm Inc,US,chip_designer,General Computer Hardware partnership,other,2,,0.69453,false,company-disclosure-rederived
SECO,IT,other,ARM,GB,chip_designer,General Computer Hardware partnership,other,2,,-0.778137,false,company-disclosure-rederived
SECO,IT,other,Intel,US,fab_operator,General Computer Hardware partnership,other,2,,0.004375,false,company-disclosure-rederived
Eurotech,IT,other,"Amazon.com, Inc.",US,cloud_provider,Computer Systems partnership,other,2,,0.382303,false,company-disclosure-rederived
Eurotech,IT,other,ARM,GB,chip_designer,Computer Systems partnership,other,2,,-0.196642,false,company-disclosure-rederived
Eurotech,IT,other,Intel,US,fab_operator,Computer Systems partnership,other,2,,-0.264766,false,company-disclosure-rederived
Pulumi Corporation,US,other,NVIDIA,US,chip_designer,Packaged Software,other,,,,false,company-disclosure-rederived
Pulumi Corporation,US,other,"Cloudflare, Inc.",US,other,Packaged Software,other,,,,false,company-disclosure-rederived
Pulumi Corporation,US,other,"Datadog, Inc.",US,other,Packaged Software,other,,,,false,company-disclosure-rederived
Pulumi Corporation,US,other,"MongoDB, Inc.",US,other,Packaged Software,other,,,,false,company-disclosure-rederived
Pulumi Corporation,US,other,Snowflake,,ai_lab,Packaged Software,other,,,,false,company-disclosure-rederived
Giga Solar Materials,TW,other,Foxconn,TW,other,Other Specialty/Performance Chemical Manufacturing partnership,raw_materials,2,,-0.2561375,false,company-disclosure-rederived
NOK,JP,other,Apple,US,other,Other Machinery Manufacturing supply,other,3,,0.147619,false,company-disclosure-rederived
Ranpak Holdings A,US,equipment_maker,"Amazon.com, Inc.",US,cloud_provider,Factory Automation Equipment supply,semiconductor_equipment,3,,0.396965,false,company-disclosure-rederived
Sypris Solutions,US,other,Analog Devices,US,chip_designer,Defense Manufacturing supply,other,4,,0.427376,false,sec-edgar-rederived
Himax Technologies ADR,TW,chip_designer,ASE Technology Holding,TW,fab_operator,Analog and Mixed Signal Semiconductors partnership,other,2,,-0.2548665,false,sec-edgar-rederived
Himax Technologies ADR,TW,chip_designer,Dell Technologies,US,other,Analog and Mixed Signal Semiconductors supply,other,3,,0.295477,false,sec-edgar-rederived
Himax Technologies ADR,TW,chip_designer,GlobalFoundries,US,equipment_maker,Analog and Mixed Signal Semiconductors partnership,other,2,,-0.337475,false,sec-edgar-rederived
Xcerra Corp.,US,chip_designer,Analog Devices,US,chip_designer,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,,false,sec-edgar-rederived
Xcerra Corp.,US,chip_designer,ASE Technology Holding,TW,fab_operator,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,,false,sec-edgar-rederived
Xcerra Corp.,US,chip_designer,Broadcom Inc.,US,chip_designer,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,,false,sec-edgar-rederived
Xcerra Corp.,US,chip_designer,Infineon Technologies,DE,chip_designer,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,,false,sec-edgar-rederived
Xcerra Corp.,US,chip_designer,Jabil,US,other,Semiconductor Manufacturing Capital Equipment partnership,semiconductor_equipment,2,,,false,sec-edgar-rederived
